,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills,damage_amplified,damage_amplified_most_in_game,healing_amplified,healing_amplified_most_in_game,self_healing_avg_per_10_min,damage_amplified_avg_per_10_min,scoped_accuracy,healing_amplified_avg_per_10_min,biotic_grenade_kills_avg_per_10_min,unscoped_accuracy,nano_boost_assists_avg_per_10_min,enemies_slept_avg_per_10_min,melee_final_blows_avg_per_10_min,objective_time_avg_per_10_min,all_damage_done_avg_per_10_min,final_blows_avg_per_10_min,eliminations_per_life,objective_kills_avg_per_10_min,obj_contest_time_avg_per_10_min,solo_kills_avg_per_10_min,deaths_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,eliminations_avg_per_10_min,assists_avg_per_10_min,rank,biotic_grenade_kill,nano_boost_assist,nano_boost_assist_most_in_game,enemy_slept,enemy_slept_most_in_game,elimination_per_life
240,79.0,1706.0,503.0,34.0,21.0,65,8.0,6.0,49.0,2740.0,682.0,2779.0,726.0,317.0,509.0,63.0,516.0,9.1,54,3.9,6.32,0.19,72.0,3117,2.42,3.53,7.25,32.0,,3.53,2181.0,9236,12.45,20.25,plat,,,,,,
241,58.0,647.0,421.0,8.0,9.0,52,6.0,7.0,13.0,924.0,507.0,474.0,296.0,293.0,419.0,56.0,215.0,5.9,52,4.08,3.63,,91.0,2708,2.72,1.5,5.44,54.0,0.45,7.26,2238.0,6685,10.89,19.05,plat,,,,,,
242,77.0,3861.0,884.0,64.0,35.0,63,26.0,8.0,46.0,4190.0,1068.0,4631.0,1283.0,478.0,519.0,64.0,573.0,5.7,49,4.33,7.92,,119.0,2468,1.24,1.62,4.09,32.0,0.12,5.82,2007.0,8796,9.41,18.2,plat,,,,,,
243,57.0,113.0,113.0,4.0,2.0,35,4.0,2.0,4.0,221.0,221.0,583.0,583.0,145.0,284.0,59.0,746.0,5.12,35,2.56,5.12,,13.0,3023,,0.86,1.28,13.0,,8.96,3023.0,7001,7.68,17.93,plat,,,,,,
244,67.0,587.0,287.0,6.0,6.0,53,3.0,5.0,6.0,865.0,582.0,772.0,481.0,278.0,410.0,57.0,366.0,2.84,51,2.84,2.84,,113.0,2226,1.9,1.5,3.32,11.0,0.47,4.74,1709.0,9911,7.11,11.37,plat,,,,,,
245,54.0,1443.0,490.0,23.0,15.0,48,10.0,5.0,21.0,1840.0,649.0,790.0,283.0,422.0,539.0,51.0,231.0,6.15,45,4.39,6.73,,84.0,3263,3.51,1.74,4.39,18.0,0.29,6.73,3102.0,7508,11.71,16.1,plat,,,,,,
246,77.0,2695.0,716.0,62.0,30.0,74,15.0,9.0,60.0,4136.0,725.0,3757.0,1113.0,269.0,412.0,66.0,374.0,5.98,63,2.99,6.18,,64.0,4587,2.89,1.95,5.78,17.0,0.5,6.28,3558.0,8151,12.26,15.35,plat,,,,,,
247,65.0,707.0,352.0,26.0,10.0,70,14.0,8.0,28.0,1511.0,830.0,1314.0,539.0,188.0,402.0,60.0,349.0,7.44,54,2.66,6.91,,72.0,4114,3.46,1.37,6.65,20.0,0.27,9.31,3944.0,7077,12.76,12.76,plat,,,,,,
248,63.0,542.0,477.0,9.0,4.0,69,7.0,4.0,14.0,265.0,181.0,436.0,352.0,314.0,154.0,59.0,252.0,8.12,57,2.32,5.22,1.16,76.0,4520,8.69,6.0,9.27,22.0,,4.06,4046.0,7804,24.35,20.87,plat,,,,,,
249,71.0,1273.0,364.0,39.0,27.0,64,12.0,11.0,36.0,3014.0,1248.0,3243.0,1028.0,202.0,479.0,67.0,515.0,5.72,59,4.29,6.2,0.32,48.0,4550,3.02,3.13,6.04,9.0,0.79,3.81,3301.0,10552,11.92,20.5,plat,,,,,,
250,73.0,12864.0,900.0,196.0,104.0,73,12.0,8.0,155.0,14454.0,906.0,11032.0,777.0,428.0,481.0,58.0,367.0,5.16,55,3.46,6.53,0.13,78.0,3667,2.76,1.39,4.53,30.0,0.23,7.72,3120.0,8341,10.72,13.72,plat,,,,,,
251,77.0,34667.0,1052.0,546.0,398.0,89,13.0,13.0,513.0,51513.0,1345.0,44262.0,1476.0,313.0,464.0,66.0,399.0,4.62,55,3.59,4.92,0.05,64.0,3357,2.43,2.51,4.79,21.0,0.26,4.16,2747.0,9536,10.46,16.52,plat,,,,,,
252,62.0,416.0,304.0,10.0,11.0,60,5.0,6.0,12.0,1206.0,780.0,1026.0,544.0,210.0,610.0,61.0,519.0,6.07,59,5.57,5.06,,53.0,2171,3.04,2.44,5.57,20.0,0.51,4.56,2041.0,10371,11.14,28.85,plat,,,,,,
253,77.0,1712.0,668.0,22.0,14.0,69,10.0,6.0,22.0,2675.0,1146.0,1986.0,697.0,371.0,580.0,63.0,431.0,4.77,64,3.04,4.77,,65.0,4070,3.04,1.27,4.56,13.0,0.22,7.16,3010.0,9031,9.11,12.15,plat,,,,,,
254,58.0,214.0,214.0,8.0,3.0,48,8.0,3.0,3.0,760.0,760.0,470.0,284.0,157.0,559.0,58.0,346.0,2.21,47,2.21,5.89,,13.0,1904,1.47,0.46,,12.0,,9.56,1172.0,6418,4.41,9.56,plat,,,,,,
255,64.0,1444.0,306.0,50.0,20.0,59,13.0,9.0,45.0,3696.0,987.0,3440.0,941.0,183.0,468.0,57.0,435.0,5.69,51,2.53,6.33,0.13,85.0,4089,2.02,1.78,4.18,41.0,,6.33,3444.0,8077,11.26,13.67,plat,,,,,,
256,70.0,2750.0,627.0,54.0,35.0,66,12.0,12.0,52.0,4412.0,811.0,5314.0,950.0,294.0,473.0,63.0,569.0,5.57,57,3.75,5.78,0.21,37.0,3112,1.71,2.5,3.86,8.0,0.11,3.86,2224.0,9680,9.64,18.53,plat,,,,,,
257,64.0,2572.0,782.0,53.0,25.0,64,9.0,7.0,51.0,3698.0,765.0,4467.0,1084.0,299.0,430.0,56.0,520.0,5.93,53,2.91,6.16,0.12,72.0,4146,2.56,1.53,3.37,32.0,0.12,6.4,2900.0,8345,9.77,12.91,plat,,,,,,
258,100.0,28620.0,970.0,476.0,290.0,71,17.0,12.0,469.0,40363.0,1729.0,50476.0,2130.0,351.0,495.0,59.0,619.0,5.75,52,3.55,5.83,0.06,64.0,3023,2.28,1.57,4.14,20.0,0.15,6.3,2653.0,9707,9.88,16.21,plat,,,,,,
259,64.0,1602.0,360.0,31.0,26.0,69,5.0,6.0,39.0,3571.0,1026.0,2609.0,681.0,236.0,527.0,58.0,385.0,5.76,52,3.84,4.58,0.3,99.0,3647,2.51,2.57,5.76,36.0,0.15,4.13,2955.0,8708,10.63,15.8,plat,,,,,,
260,63.0,2023.0,990.0,11.0,13.0,56,5.0,7.0,14.0,1895.0,812.0,1681.0,755.0,503.0,472.0,62.0,418.0,3.48,52,3.23,2.74,0.5,50.0,2347,2.49,1.4,2.49,18.0,0.25,6.22,2314.0,9424,8.71,10.95,plat,,,,,,
261,85.0,8298.0,600.0,164.0,114.0,87,10.0,13.0,141.0,13992.0,1369.0,10140.0,761.0,272.0,459.0,62.0,332.0,4.62,57,3.74,5.38,0.03,61.0,3974,2.0,2.37,3.97,20.0,0.23,4.13,3441.0,8624,9.77,14.79,plat,,,,,,
262,72.0,3231.0,632.0,78.0,54.0,68,10.0,10.0,84.0,10394.0,1077.0,6733.0,905.0,208.0,669.0,63.0,433.0,5.41,59,3.47,5.02,0.06,63.0,3493,2.45,2.41,4.5,17.0,0.13,4.5,2660.0,10803,10.87,16.34,plat,,,,,,
263,72.0,46910.0,1016.0,1203.0,506.0,72,22.0,10.0,888.0,80467.0,1520.0,79075.0,1565.0,280.0,481.0,58.0,472.0,5.31,52,3.02,7.19,0.08,58.0,3911,2.65,2.29,4.5,21.0,0.26,5.02,3265.0,9391,11.51,16.09,plat,,,,,,
264,68.0,2100.0,679.0,46.0,18.0,94,10.0,5.0,46.0,3377.0,1435.0,1524.0,397.0,305.0,491.0,45.0,222.0,6.69,42,2.62,6.69,,75.0,3711,2.33,1.31,6.69,25.0,0.29,7.85,2783.0,6451,10.32,14.54,plat,,,,,,
265,100.0,8766.0,1022.0,174.0,101.0,71,13.0,12.0,129.0,,,16030.0,1895.0,344.0,,64.0,630.0,5.07,61,3.97,6.84,0.12,72.0,3702,2.55,2.66,5.03,,0.28,4.56,2628.0,9539,12.1,,plat,,,,,,
266,62.0,325.0,325.0,8.0,3.0,53,8.0,3.0,7.0,359.0,359.0,580.0,580.0,262.0,289.0,62.0,467.0,5.64,53,2.42,6.44,,96.0,2925,1.61,1.67,4.03,13.0,0.81,4.83,1741.0,9861,8.05,14.49,plat,,,,,,
267,60.0,,,5.0,2.0,36,5.0,2.0,2.0,315.0,315.0,274.0,274.0,,529.0,60.0,460.0,3.36,36,3.36,8.4,1.68,,3191,1.68,0.67,,,,10.08,2295.0,5668,6.72,10.08,plat,,,,,,
268,76.0,5307.0,662.0,96.0,67.0,77,10.0,6.0,107.0,9347.0,698.0,6833.0,1005.0,278.0,490.0,58.0,359.0,5.61,52,3.52,5.04,0.05,39.0,3109,1.94,2.12,4.04,15.0,0.16,5.14,2760.0,8813,10.91,17.05,plat,,,,,,
269,75.0,6785.0,866.0,189.0,84.0,61,14.0,8.0,132.0,15049.0,1336.0,16318.0,1456.0,260.0,576.0,60.0,625.0,5.05,55,3.22,7.24,0.23,58.0,3089,2.22,1.74,3.52,25.0,0.23,5.36,2472.0,9181,9.34,15.5,plat,,,,,,
270,63.0,2675.0,731.0,49.0,33.0,61,11.0,8.0,64.0,3899.0,828.0,4104.0,920.0,270.0,393.0,54.0,414.0,6.46,53,3.33,4.95,0.4,57.0,3629,3.13,1.57,3.94,19.0,0.2,7.06,2921.0,8134,11.1,15.84,plat,,,,,,
271,73.0,15195.0,1179.0,283.0,198.0,69,17.0,11.0,306.0,26087.0,1292.0,19610.0,1548.0,326.0,559.0,62.0,420.0,6.56,56,4.24,6.06,0.21,71.0,3772,2.87,2.17,5.42,24.0,0.26,5.66,3151.0,8737,12.26,16.87,plat,,,,,,
272,64.0,251.0,251.0,8.0,3.0,58,8.0,3.0,2.0,998.0,998.0,342.0,342.0,247.0,981.0,64.0,336.0,1.96,58,2.95,7.86,,7.0,2793,0.98,1.33,3.93,7.0,,5.89,2570.0,9456,7.86,10.81,plat,,,,,,
273,75.0,2204.0,374.0,85.0,43.0,66,14.0,12.0,79.0,4632.0,930.0,6362.0,1193.0,186.0,391.0,66.0,537.0,6.67,59,3.63,7.18,0.25,52.0,3383,2.2,2.09,6.08,16.0,0.17,5.91,2938.0,9659,12.33,17.82,plat,,,,,,
274,74.0,150.0,150.0,9.0,,48,9.0,,2.0,316.0,316.0,575.0,575.0,252.0,531.0,75.0,967.0,3.36,48,1.68,15.13,,9.0,2700,1.68,1.2,6.72,9.0,,8.4,2636.0,10029,10.08,18.49,plat,,1.0,1.0,,,
275,77.0,3075.0,571.0,52.0,34.0,71,10.0,10.0,56.0,5266.0,1386.0,2881.0,931.0,396.0,679.0,60.0,371.0,7.22,59,4.38,6.7,0.13,68.0,2954,3.22,1.6,4.64,14.0,0.13,7.09,2247.0,8959,11.34,15.47,plat,,,,,,
276,56.0,72.0,72.0,2.0,,49,2.0,,2.0,39.0,39.0,3.0,3.0,218.0,117.0,56.0,7.81,6.1,49,3.05,6.1,,31.0,5709,,1.33,6.1,31.0,,9.15,3585.0,6875,12.2,15.25,plat,,1.0,1.0,,,
277,63.0,1976.0,623.0,39.0,20.0,67,12.0,8.0,32.0,2734.0,652.0,4528.0,1404.0,326.0,452.0,54.0,748.0,5.28,54,3.3,6.44,0.17,58.0,4002,2.15,1.88,3.8,21.0,0.33,5.62,3200.0,9708,10.57,15.36,plat,,,,,,
278,65.0,1501.0,429.0,18.0,20.0,67,5.0,8.0,26.0,2473.0,667.0,1660.0,563.0,315.0,519.0,57.0,349.0,5.46,60,4.2,3.78,,56.0,3041,2.1,1.55,4.2,15.0,0.42,6.93,2503.0,9103,10.71,14.91,plat,,,,,,
279,78.0,5160.0,470.0,120.0,86.0,100,13.0,10.0,140.0,13037.0,1188.0,8235.0,899.0,259.0,654.0,65.0,413.0,7.02,56,4.31,6.02,,65.0,3628,2.31,1.78,5.62,18.0,0.3,6.47,2927.0,9554,11.53,17.3,plat,,,,,,
280,56.0,784.0,510.0,10.0,8.0,46,5.0,3.0,6.0,1148.0,446.0,1418.0,530.0,271.0,396.0,49.0,490.0,2.07,43,2.76,3.45,,55.0,3041,1.38,0.88,1.73,18.0,,5.87,2736.0,8637,5.18,10.35,plat,,,,,,
281,76.0,2012.0,519.0,49.0,28.0,71,9.0,7.0,43.0,4243.0,1113.0,3659.0,1011.0,246.0,519.0,59.0,448.0,5.26,50,3.42,5.99,,99.0,3721,1.83,1.42,4.4,21.0,0.12,6.36,3189.0,8587,9.05,14.56,plat,,,,,,
282,68.0,11009.0,1105.0,96.0,78.0,64,12.0,9.0,79.0,8461.0,1253.0,14619.0,2106.0,521.0,400.0,63.0,692.0,3.74,56,3.69,4.54,0.09,62.0,3079,2.08,1.92,4.4,14.0,0.24,4.92,2428.0,10589,9.46,15.85,plat,,,,,,
283,100.0,11511.0,558.0,302.0,206.0,80,13.0,12.0,329.0,32347.0,1916.0,26678.0,1368.0,206.0,578.0,55.0,477.0,5.88,50,3.68,5.39,0.02,67.0,3095,1.64,1.78,3.8,16.0,0.09,5.25,2356.0,10211,9.34,17.26,plat,,,,,,
284,66.0,7802.0,715.0,90.0,46.0,71,11.0,7.0,88.0,6590.0,1139.0,6508.0,873.0,490.0,413.0,57.0,408.0,5.52,54,2.89,5.65,0.06,63.0,3339,3.33,1.88,5.4,33.0,0.44,6.53,2742.0,9016,12.23,15.56,plat,,,,,,
285,58.0,167.0,167.0,4.0,6.0,53,4.0,6.0,6.0,531.0,531.0,145.0,145.0,227.0,721.0,58.0,196.0,8.15,53,8.15,5.43,,61.0,4133,5.43,2.0,5.43,2.0,,6.79,4031.0,6147,13.58,20.37,plat,,,,,,
286,80.0,60179.0,1536.0,1035.0,588.0,66,17.0,11.0,841.0,89433.0,1832.0,87058.0,2058.0,336.0,499.0,54.0,486.0,4.69,49,3.28,5.77,0.12,79.0,2968,1.59,1.43,4.04,27.0,0.13,6.22,2321.0,9400,8.93,15.98,plat,,,,,,
287,64.0,348.0,205.0,8.0,11.0,61,5.0,8.0,11.0,1441.0,1092.0,971.0,583.0,154.0,638.0,62.0,430.0,4.87,58,4.87,3.54,,30.0,2362,1.77,1.46,5.32,22.0,,5.76,1358.0,9174,8.42,20.82,plat,,,,,,
288,64.0,251.0,251.0,4.0,7.0,58,4.0,7.0,6.0,,,888.0,888.0,223.0,,64.0,790.0,5.34,58,6.22,3.56,,113.0,4144,,2.0,2.67,,,4.45,2532.0,8005,8.89,,plat,,,,,,
289,79.0,21996.0,1000.0,469.0,247.0,65,17.0,9.0,425.0,36585.0,1353.0,33672.0,1109.0,280.0,465.0,62.0,428.0,5.4,56,3.14,5.96,0.04,78.0,2807,2.25,1.58,4.65,26.0,0.17,6.19,2303.0,9008,9.77,15.56,plat,,,,,,
290,64.0,450.0,450.0,6.0,7.0,45,6.0,7.0,8.0,426.0,426.0,235.0,235.0,548.0,519.0,65.0,286.0,9.75,45,8.53,7.31,1.22,35.0,4049,3.65,2.83,12.18,27.0,1.22,7.31,4013.0,5619,20.71,28.02,plat,,,,,,
291,40.0,337.0,337.0,7.0,3.0,54,7.0,3.0,10.0,545.0,545.0,372.0,372.0,313.0,506.0,40.0,345.0,9.28,54,2.78,6.49,,95.0,3436,,4.33,7.42,13.0,,2.78,3359.0,10578,12.06,19.48,plat,,,,,,
292,66.0,2897.0,738.0,39.0,22.0,63,9.0,5.0,42.0,3188.0,523.0,3085.0,850.0,438.0,482.0,57.0,466.0,6.35,53,3.33,5.9,0.15,58.0,3609,2.27,1.86,4.38,17.0,0.15,6.65,2831.0,8785,12.4,20.41,plat,,,,,,
293,66.0,3715.0,802.0,49.0,30.0,70,11.0,6.0,55.0,4071.0,798.0,3456.0,669.0,360.0,395.0,56.0,335.0,5.34,54,2.91,4.75,,90.0,2981,1.84,1.27,5.14,41.0,0.1,8.05,2265.0,7808,10.19,14.65,plat,,,,,,
294,56.0,960.0,774.0,16.0,5.0,70,11.0,3.0,16.0,847.0,449.0,1076.0,585.0,384.0,338.0,52.0,430.0,6.39,53,2.0,6.39,0.4,78.0,3992,3.2,2.69,6.79,14.0,,5.19,2770.0,7954,13.98,17.98,plat,,,,,,
295,80.0,4102.0,672.0,70.0,56.0,61,9.0,12.0,96.0,8000.0,1036.0,4169.0,595.0,306.0,597.0,61.0,311.0,7.16,51,4.18,5.22,,83.0,3252,2.76,2.14,3.8,19.0,0.37,5.52,2826.0,7986,11.79,17.53,plat,,,,,,
296,61.0,2561.0,703.0,43.0,16.0,57,7.0,7.0,40.0,3045.0,1055.0,3095.0,1072.0,410.0,487.0,55.0,495.0,6.4,48,2.56,6.88,0.64,43.0,3817,3.84,2.33,5.12,29.0,0.16,4.8,3515.0,9055,11.21,14.41,plat,,,,,,
297,71.0,972.0,313.0,17.0,16.0,63,8.0,8.0,12.0,1645.0,867.0,1311.0,534.0,401.0,679.0,57.0,541.0,4.96,51,6.61,7.02,0.41,81.0,3193,2.89,1.71,3.72,45.0,0.83,5.78,2712.0,11702,9.91,15.69,plat,,,,,,
298,38.0,400.0,400.0,6.0,,32,6.0,,,160.0,160.0,20.0,20.0,580.0,232.0,38.0,28.55,1.45,32,1.45,8.7,,12.0,1945,,0.38,,8.0,,11.6,1945.0,3714,4.35,8.7,plat,1.0,1.0,1.0,,,
299,75.0,1171.0,817.0,30.0,9.0,63,12.0,3.0,19.0,,,2109.0,767.0,261.0,,69.0,470.0,4.23,56,2.0,6.68,,62.0,2782,1.78,1.62,4.68,,,5.79,1696.0,8107,9.35,,plat,,,,,,
300,100.0,4180.0,753.0,78.0,37.0,54,13.0,7.0,72.0,7159.0,1170.0,6525.0,1015.0,344.0,589.0,58.0,537.0,5.92,46,3.04,6.41,0.08,43.0,3485,1.97,2.18,5.18,16.0,0.08,4.93,2684.0,9482,10.77,15.46,plat,,,,,,
301,76.0,4309.0,1149.0,56.0,28.0,69,16.0,6.0,46.0,,,5073.0,1222.0,536.0,,59.0,631.0,5.72,50,3.48,6.97,,60.0,3512,1.24,1.3,3.73,,0.12,6.97,2365.0,9289,9.09,,plat,,,,,,
302,64.0,1567.0,733.0,46.0,24.0,72,18.0,9.0,37.0,2854.0,1067.0,2714.0,963.0,302.0,550.0,60.0,523.0,7.12,63,4.62,8.86,,88.0,4195,5.01,4.16,7.12,14.0,0.58,3.66,3614.0,10200,15.21,17.33,plat,,,,,,
303,100.0,2726.0,400.0,79.0,42.0,76,14.0,5.0,67.0,6142.0,809.0,7045.0,761.0,213.0,481.0,67.0,551.0,5.24,59,3.29,6.18,0.08,61.0,3116,2.27,1.64,4.62,25.0,0.16,6.34,2837.0,8136,10.41,14.48,plat,,,,,,
304,74.0,830.0,240.0,17.0,8.0,63,6.0,3.0,18.0,1191.0,504.0,1911.0,702.0,249.0,358.0,66.0,574.0,5.41,59,2.4,5.11,0.6,55.0,2408,2.4,2.5,4.51,50.0,0.3,4.21,2271.0,11403,10.51,22.23,plat,,,,,,
305,67.0,88.0,88.0,4.0,,43,4.0,,,50.0,50.0,260.0,260.0,132.0,75.34,67.0,392.0,1.51,43,1.51,6.02,,148.0,3559,,0.5,,10.0,,6.02,2121.0,6985,3.01,9.03,plat,1.0,1.0,1.0,,,
306,71.0,413.0,242.0,11.0,2.0,56,7.0,2.0,12.0,,,858.0,564.0,226.0,,67.0,471.0,6.58,54,1.1,6.03,,30.0,4015,2.19,1.4,3.29,,0.55,8.23,2611.0,9016,11.52,,plat,,,,,,
307,56.0,315.0,315.0,9.0,7.0,51,9.0,7.0,11.0,770.0,770.0,325.0,325.0,231.0,564.0,56.0,238.0,8.06,51,5.13,6.59,,40.0,2459,4.39,2.0,7.32,30.0,,7.32,2459.0,7695,14.65,23.44,plat,,,,,,
308,90.0,13687.0,805.0,268.0,159.0,76,13.0,9.0,212.0,23791.0,1159.0,20265.0,1101.0,312.0,542.0,67.0,462.0,4.83,58,3.63,6.11,0.07,64.0,3691,2.17,1.39,3.58,16.0,0.16,6.89,2900.0,9491,9.55,16.37,dia,,,,,,
309,77.0,965.0,487.0,12.0,5.0,72,5.0,3.0,5.0,1103.0,598.0,769.0,488.0,399.0,456.0,64.0,317.0,2.06,52,2.06,4.96,0.41,54.0,2775,2.48,0.88,3.3,17.0,,7.02,2057.0,8492,6.19,9.09,dia,,,,,,
310,100.0,4983.0,816.0,73.0,49.0,69,22.0,13.0,58.0,6765.0,1674.0,5035.0,1142.0,449.0,609.0,60.0,453.0,5.22,50,4.41,6.57,0.27,106.0,3572,3.6,2.41,5.4,15.0,0.36,4.86,2739.0,8773,11.71,15.4,dia,,,,,,
311,67.0,1379.0,765.0,24.0,20.0,63,16.0,14.0,30.0,,,2646.0,1717.0,450.0,,62.0,865.0,9.8,61,6.53,7.84,,143.0,5113,5.55,3.76,11.44,,0.33,5.55,3546.0,8895,20.91,,dia,,,,,,
312,74.0,11587.0,649.0,192.0,123.0,120,10.0,9.0,167.0,19126.0,818.0,10848.0,925.0,290.0,478.0,59.0,271.0,4.17,54,3.07,4.8,0.07,56.0,3705,2.7,1.52,3.37,21.0,0.15,6.17,2632.0,8286,9.4,15.0,dia,,,,,,
313,77.0,1880.0,783.0,48.0,23.0,55,11.0,8.0,40.0,,,3124.0,1716.0,393.0,,67.0,653.0,8.36,52,4.81,10.03,0.21,98.0,5539,4.39,3.39,8.36,,,4.81,3710.0,8836,16.3,,dia,,,,,,
314,83.0,7409.0,500.0,183.0,104.0,61,17.0,9.0,172.0,13211.0,950.0,14688.0,1253.0,251.0,447.0,62.0,497.0,5.82,52,3.52,6.19,0.14,69.0,3419,2.27,1.89,4.53,29.0,0.27,5.82,3121.0,9693,11.0,17.02,dia,,,,,,
315,79.0,13903.0,946.0,178.0,95.0,73,12.0,10.0,147.0,13352.0,783.0,11043.0,723.0,425.0,408.0,65.0,338.0,4.5,57,2.91,5.45,0.12,84.0,3437,2.78,1.86,4.99,30.0,0.24,5.41,2966.0,9557,10.06,14.87,dia,,,,,,
316,70.0,1400.0,587.0,26.0,10.0,65,12.0,6.0,31.0,982.0,470.0,1416.0,840.0,465.0,326.0,61.0,470.0,10.3,57,3.32,8.64,0.66,48.0,4986,1.99,4.8,5.98,22.0,0.33,3.32,3589.0,9564,15.95,21.6,dia,,,,,,
317,53.0,,,,,54,,,2.0,133.0,133.0,277.0,277.0,,388.0,53.0,812.0,5.86,54,,2.93,,,1596,,,,,,5.86,1347.0,10281,5.86,17.59,dia,,,,1.0,1.0,1.0
318,66.0,781.0,443.0,22.0,10.0,58,11.0,4.0,12.0,1639.0,672.0,721.0,443.0,327.0,686.0,61.0,302.0,5.02,56,4.19,9.21,,20.0,3839,1.67,2.64,3.77,15.0,,4.61,2986.0,9244,12.14,17.17,dia,,,,,,
319,66.0,639.0,339.0,6.0,5.0,100,3.0,3.0,,626.0,445.0,334.0,194.0,440.0,431.0,62.0,230.0,0.69,67,3.44,4.13,,115.0,2642,0.69,0.67,1.38,7.0,,6.2,2273.0,7228,4.13,14.46,dia,1.0,,,,,
320,75.0,1868.0,523.0,35.0,12.0,59,8.0,5.0,28.0,1946.0,530.0,1507.0,499.0,515.0,537.0,56.0,415.0,7.72,56,3.31,9.65,0.28,125.0,4892,3.86,2.32,8.27,38.0,0.28,6.89,4587.0,8895,15.99,17.64,dia,,,,,,
