,scoped_accuracy_best_in_game,self_healing,self_healing_most_in_game,enemies_slept,nano_boost_assists,unscoped_accuracy_best_in_game,enemies_slept_most_in_game,nano_boost_assists_most_in_game,biotic_grenade_kills,damage_amplified,damage_amplified_most_in_game,healing_amplified,healing_amplified_most_in_game,self_healing_avg_per_10_min,damage_amplified_avg_per_10_min,scoped_accuracy,healing_amplified_avg_per_10_min,biotic_grenade_kills_avg_per_10_min,unscoped_accuracy,nano_boost_assists_avg_per_10_min,enemies_slept_avg_per_10_min,melee_final_blows_avg_per_10_min,objective_time_avg_per_10_min,all_damage_done_avg_per_10_min,final_blows_avg_per_10_min,eliminations_per_life,objective_kills_avg_per_10_min,obj_contest_time_avg_per_10_min,solo_kills_avg_per_10_min,deaths_avg_per_10_min,hero_damage_done_avg_per_10_min,healing_done_avg_per_10_min,eliminations_avg_per_10_min,assists_avg_per_10_min,rank,biotic_grenade_kill,nano_boost_assist,nano_boost_assist_most_in_game,enemy_slept,enemy_slept_most_in_game,elimination_per_life
321,71.0,538.0,538.0,2.0,,71,2.0,,3.0,,,187.0,187.0,907.0,,71.0,315.0,5.06,71,,3.37,,12.0,3075,,0.5,,5.0,,13.48,2453.0,9332,6.74,13.48,dia,,,,,,
322,64.0,2463.0,664.0,45.0,14.0,65,12.0,3.0,42.0,2393.0,541.0,2772.0,534.0,418.0,406.0,58.0,471.0,7.13,58,2.38,7.64,0.17,78.0,5202,4.24,2.61,5.43,16.0,0.17,5.26,3852.0,8555,13.75,13.24,dia,,,,,,
323,64.0,3709.0,711.0,78.0,51.0,68,12.0,12.0,75.0,6391.0,870.0,5195.0,1032.0,301.0,519.0,60.0,422.0,6.09,53,4.14,6.33,0.24,57.0,3607,3.25,2.34,4.79,16.0,0.49,4.71,2938.0,8726,11.04,16.32,dia,,,,,,
324,100.0,13799.0,861.0,309.0,158.0,67,14.0,9.0,282.0,24626.0,1475.0,32136.0,1473.0,262.0,468.0,54.0,611.0,5.36,51,3.0,5.88,0.02,60.0,2734,1.64,1.88,3.82,19.0,0.11,4.87,2259.0,8624,9.13,16.13,dia,,,,,,
325,73.0,223.0,223.0,7.0,3.0,64,7.0,3.0,5.0,710.0,710.0,608.0,608.0,218.0,695.0,73.0,596.0,4.9,64,2.94,6.86,,89.0,4511,3.92,7.5,6.86,7.0,,1.96,3720.0,8698,14.7,21.55,dia,,,,,,
326,89.0,5468.0,714.0,80.0,67.0,73,11.0,13.0,99.0,8627.0,933.0,5229.0,986.0,302.0,477.0,63.0,289.0,5.47,58,3.7,4.42,0.06,111.0,3414,2.82,2.11,7.18,33.0,,5.58,2877.0,7670,11.77,15.86,dia,,,,,,
327,72.0,5783.0,677.0,138.0,66.0,67,16.0,7.0,133.0,9677.0,1486.0,9699.0,1380.0,295.0,493.0,61.0,494.0,6.78,55,3.36,7.04,0.15,54.0,3371,2.75,2.19,4.59,13.0,0.25,5.76,2932.0,8251,12.64,16.21,dia,,,,,,
328,47.0,306.0,306.0,11.0,7.0,44,11.0,7.0,4.0,645.0,645.0,394.0,394.0,288.0,608.0,57.0,371.0,3.77,44,6.6,10.37,,51.0,2062,0.94,3.67,5.66,7.0,,2.83,2062.0,6607,10.37,21.68,dia,,,,,,
329,73.0,12864.0,900.0,196.0,104.0,73,12.0,8.0,155.0,14454.0,906.0,11032.0,777.0,428.0,481.0,58.0,367.0,5.16,55,3.46,6.53,0.13,78.0,3667,2.76,1.39,4.53,30.0,0.23,7.72,3120.0,8341,10.72,13.72,dia,,,,,,
330,77.0,17709.0,703.0,684.0,398.0,80,15.0,17.0,540.0,61108.0,1542.0,54980.0,1388.0,162.0,560.0,60.0,504.0,4.95,54,3.65,6.27,0.01,69.0,3589,1.7,1.81,4.34,22.0,0.18,5.43,2860.0,9383,9.81,15.78,dia,,,,,,
331,69.0,206.0,206.0,2.0,,82,2.0,,,,,71.0,71.0,639.0,,69.0,219.0,,82,3.1,6.2,,17.0,1820,,0.33,,,,9.3,1495.0,9477,3.1,,dia,,1.0,1.0,,,
332,63.0,717.0,449.0,7.0,7.0,54,4.0,4.0,9.0,1077.0,627.0,1425.0,998.0,467.0,701.0,60.0,927.0,5.86,54,4.55,4.55,,163.0,2950,0.65,1.5,4.55,25.0,,5.21,1880.0,10508,7.81,16.27,dia,,,,,,
333,62.0,222.0,222.0,4.0,,74,4.0,,2.0,330.0,330.0,288.0,288.0,693.0,1032.0,62.0,901.0,6.25,74,3.13,12.51,,78.0,9625,,1.5,3.13,59.0,,6.25,7310.0,14311,9.38,9.38,dia,,1.0,1.0,,,
334,74.0,4834.0,999.0,59.0,29.0,74,12.0,12.0,43.0,4359.0,1344.0,3999.0,831.0,484.0,437.0,63.0,401.0,4.31,58,2.91,5.91,0.2,42.0,3130,2.2,1.34,3.41,10.0,0.2,5.91,1966.0,9611,7.92,13.13,dia,,,,,,
335,56.0,1177.0,397.0,14.0,8.0,48,5.0,4.0,13.0,1282.0,480.0,1420.0,924.0,458.0,499.0,52.0,552.0,5.06,46,3.11,5.44,,60.0,3861,1.94,1.77,3.11,52.0,0.78,5.06,3546.0,8094,8.95,14.78,dia,,,,,,
336,100.0,10509.0,1088.0,182.0,89.0,74,15.0,11.0,165.0,12058.0,1374.0,10442.0,1063.0,404.0,464.0,51.0,401.0,6.34,51,3.42,7.0,0.12,57.0,4026,2.54,1.75,4.81,27.0,0.19,6.46,3159.0,8299,11.3,14.99,dia,,,,,,
337,83.0,11894.0,712.0,262.0,131.0,70,15.0,9.0,189.0,17252.0,828.0,27640.0,1862.0,290.0,421.0,65.0,675.0,4.61,52,3.2,6.4,0.05,75.0,2270,1.27,1.46,3.78,32.0,0.07,5.66,1830.0,10005,8.28,15.75,dia,,,,,,
338,67.0,2701.0,751.0,42.0,24.0,71,14.0,7.0,45.0,4687.0,1862.0,5108.0,2370.0,372.0,645.0,58.0,703.0,6.19,60,3.3,5.78,0.14,103.0,2811,2.2,1.38,4.95,43.0,0.14,6.88,2416.0,10016,9.49,15.4,dia,,,,,,
339,73.0,1364.0,700.0,27.0,14.0,71,6.0,4.0,31.0,2504.0,530.0,2040.0,592.0,261.0,479.0,62.0,390.0,5.93,58,2.68,5.16,0.38,52.0,3297,2.49,1.77,2.87,19.0,,5.93,2696.0,9610,10.52,15.49,dia,,,,,,
340,76.0,10821.0,822.0,158.0,73.0,67,14.0,6.0,175.0,11184.0,963.0,12256.0,1254.0,426.0,440.0,59.0,482.0,6.89,52,2.87,6.22,0.2,56.0,4673,4.72,2.96,5.86,28.0,0.51,4.84,4104.0,8796,14.33,14.44,dia,,,,,,
341,49.0,39.0,39.0,7.0,2.0,54,7.0,2.0,6.0,392.0,392.0,378.0,378.0,47.8,481.0,49.0,464.0,7.37,54,2.46,8.6,,77.0,3624,1.23,0.88,1.23,7.0,,9.83,2744.0,10294,8.6,15.97,dia,,,,,,
342,61.0,931.0,474.0,18.0,7.0,52,7.0,4.0,11.0,1712.0,767.0,1581.0,1075.0,366.0,673.0,57.0,621.0,4.32,46,2.75,7.08,,20.0,4308,2.36,1.39,2.75,16.0,0.39,7.08,4253.0,6845,9.83,12.97,dia,,,,,,
343,78.0,2437.0,518.0,67.0,30.0,67,13.0,6.0,38.0,4131.0,505.0,3212.0,564.0,247.0,418.0,67.0,325.0,3.85,57,3.04,6.78,,89.0,2276,1.92,1.39,3.75,19.0,0.1,5.77,1747.0,10037,8.0,16.71,dia,,,,,,
344,100.0,1077.0,532.0,16.0,9.0,58,8.0,9.0,16.0,1047.0,695.0,1069.0,565.0,437.0,425.0,62.0,434.0,6.49,51,3.65,6.49,0.81,81.0,4222,4.06,4.0,8.52,18.0,0.81,4.06,3603.0,9049,16.23,19.47,dia,,,,,,
345,91.0,6894.0,989.0,136.0,52.0,73,13.0,8.0,128.0,10059.0,1109.0,12071.0,1255.0,341.0,498.0,71.0,597.0,6.34,54,2.57,6.73,0.1,50.0,3493,1.93,1.97,3.66,22.0,0.15,5.05,2771.0,10219,9.95,17.42,dia,,,,,,
346,100.0,3310.0,587.0,61.0,32.0,65,17.0,8.0,60.0,4207.0,1132.0,4758.0,1128.0,337.0,429.0,55.0,485.0,6.12,44,3.26,6.22,0.1,70.0,4353,2.75,1.89,5.61,20.0,0.31,6.22,3264.0,8735,11.72,13.96,dia,,,,,,
347,79.0,10902.0,1373.0,136.0,94.0,80,9.0,11.0,150.0,13344.0,1611.0,9408.0,1398.0,414.0,507.0,55.0,357.0,5.7,52,3.57,5.16,0.11,76.0,4066,1.9,1.59,4.41,19.0,0.42,6.27,2714.0,8308,9.99,15.76,dia,,,,,,
348,67.0,22512.0,831.0,456.0,255.0,55,17.0,9.0,397.0,35795.0,1475.0,34835.0,1159.0,317.0,504.0,51.0,490.0,5.59,42,3.59,6.42,0.11,81.0,2686,1.59,1.66,4.83,26.0,0.04,5.83,2214.0,8521,9.67,16.47,dia,,,,,,
349,68.0,,,3.0,,56,3.0,,,9.0,9.0,118.0,118.0,,30.19,68.0,402.0,3.4,56,3.4,10.2,,9.0,3999,10.2,,6.8,9.0,,,3999.0,11095,13.6,13.6,dia,1.0,1.0,1.0,,,
350,100.0,3419.0,507.0,46.0,27.0,83,7.0,6.0,40.0,4153.0,676.0,2917.0,556.0,363.0,441.0,63.0,310.0,4.25,54,2.87,4.89,,38.0,3472,1.81,1.31,3.29,11.0,0.43,6.48,2784.0,8534,8.5,14.13,dia,,,,,,
351,67.0,1282.0,440.0,20.0,15.0,68,5.0,6.0,28.0,3068.0,1255.0,1655.0,548.0,281.0,672.0,56.0,362.0,6.13,58,3.29,4.38,,107.0,2711,1.75,1.19,5.26,104.0,,7.88,2300.0,8570,9.42,15.55,dia,,,,,,
352,75.0,6398.0,616.0,189.0,84.0,67,15.0,14.0,182.0,12899.0,1575.0,11061.0,1204.0,248.0,499.0,63.0,428.0,7.04,55,3.25,7.31,0.08,63.0,4377,3.68,2.3,5.77,17.0,0.58,5.73,4032.0,8873,13.2,15.28,dia,,,,,,
353,75.0,2204.0,374.0,85.0,43.0,66,14.0,12.0,79.0,4632.0,930.0,6362.0,1193.0,186.0,391.0,66.0,537.0,6.67,59,3.63,7.18,0.25,52.0,3383,2.2,2.09,6.08,16.0,0.17,5.91,2938.0,9659,12.33,17.82,dia,,,,,,
354,84.0,22683.0,936.0,594.0,316.0,76,18.0,12.0,420.0,52198.0,1432.0,48457.0,1668.0,245.0,565.0,67.0,524.0,4.54,56,3.42,6.43,0.03,47.0,3365,2.36,2.48,3.37,10.0,0.36,3.9,2910.0,10329,9.67,16.07,dia,,,,,,
355,60.0,2201.0,646.0,56.0,19.0,61,14.0,5.0,49.0,3607.0,711.0,3656.0,1230.0,255.0,418.0,52.0,424.0,5.68,46,2.2,6.49,0.12,89.0,3518,2.2,1.93,3.6,17.0,,5.22,2734.0,9205,10.09,14.5,dia,,,,,,
356,71.0,3376.0,687.0,51.0,27.0,56,13.0,5.0,44.0,3954.0,939.0,5516.0,1121.0,370.0,433.0,61.0,604.0,4.82,49,2.96,5.58,0.11,60.0,2774,2.63,1.6,4.27,25.0,0.33,5.8,2501.0,9177,9.31,15.44,dia,,,,,,
357,65.0,1715.0,488.0,59.0,20.0,75,17.0,6.0,29.0,3416.0,1233.0,2761.0,754.0,259.0,515.0,52.0,416.0,4.37,50,3.02,8.9,0.15,119.0,4138,3.32,1.58,6.34,57.0,0.91,6.49,3470.0,7695,10.26,14.78,dia,,,,,,
358,77.0,1791.0,530.0,42.0,42.0,80,11.0,11.0,53.0,6996.0,1945.0,3600.0,806.0,216.0,845.0,65.0,435.0,6.4,55,5.07,5.07,0.12,56.0,3079,2.41,3.33,4.83,34.0,0.24,3.62,2571.0,10635,12.07,17.27,dia,,,,,,
359,69.0,4651.0,579.0,75.0,56.0,100,10.0,8.0,79.0,7428.0,853.0,4622.0,678.0,327.0,523.0,61.0,325.0,5.56,56,3.94,5.28,0.14,86.0,3893,2.53,1.48,5.14,22.0,0.07,7.46,3148.0,7292,11.05,15.06,dia,,,,,,
360,80.0,4872.0,777.0,68.0,72.0,68,11.0,15.0,110.0,10234.0,1634.0,4604.0,992.0,313.0,657.0,67.0,296.0,7.06,57,4.62,4.36,0.06,55.0,3008,2.38,2.45,5.52,18.0,0.13,5.33,2392.0,9447,13.03,17.84,dia,,,,,,
361,63.0,831.0,474.0,29.0,15.0,53,12.0,6.0,24.0,1302.0,410.0,1148.0,504.0,222.0,348.0,61.0,307.0,6.42,47,4.01,7.75,0.27,56.0,4421,3.48,2.04,3.74,21.0,,6.68,4205.0,6598,13.63,13.9,dia,,,,,,
362,71.0,2415.0,698.0,29.0,29.0,54,9.0,9.0,34.0,4313.0,1069.0,2739.0,929.0,378.0,676.0,60.0,429.0,5.33,48,4.54,4.54,,88.0,3145,1.72,2.14,3.92,13.0,0.16,4.54,2779.0,9362,9.71,15.51,dia,,,,,,
363,70.0,1360.0,550.0,24.0,6.0,56,9.0,3.0,16.0,,,2018.0,913.0,398.0,,69.0,590.0,4.68,54,1.75,7.02,,44.0,3868,1.75,1.37,3.8,,0.29,7.9,2409.0,9121,10.82,,dia,,,,,,
364,59.0,1.0,1.0,6.0,4.0,41,6.0,4.0,5.0,632.0,632.0,191.0,191.0,1.27,802.0,59.0,243.0,6.34,41,5.07,7.61,,13.0,3383,,2.33,3.81,6.0,,3.81,2588.0,8662,8.88,20.3,dia,,,,,,
365,67.0,1972.0,761.0,36.0,20.0,56,11.0,6.0,42.0,,,2349.0,787.0,419.0,,60.0,499.0,8.93,52,4.25,7.65,0.85,39.0,5587,4.68,2.56,4.47,,0.85,6.8,4289.0,8731,17.43,,dia,,,,,,
366,68.0,2266.0,806.0,27.0,24.0,68,10.0,8.0,28.0,3934.0,1155.0,3194.0,966.0,333.0,578.0,57.0,469.0,4.11,57,3.53,3.97,,89.0,3090,1.18,1.17,4.11,13.0,,6.9,2296.0,8021,8.08,16.16,dia,,,,,,
367,71.0,758.0,294.0,15.0,8.0,68,6.0,5.0,14.0,1478.0,584.0,615.0,288.0,293.0,572.0,65.0,238.0,5.41,55,3.09,5.8,0.39,31.0,4464,2.32,1.25,0.39,18.0,0.39,7.74,3140.0,7001,9.67,10.83,dia,,,,,,
368,68.0,935.0,300.0,21.0,8.0,62,9.0,3.0,27.0,1874.0,630.0,1141.0,521.0,237.0,474.0,61.0,289.0,6.83,58,2.02,5.31,,92.0,3422,3.54,2.5,7.34,35.0,,5.06,2749.0,8628,12.65,15.44,dia,,,,,,
369,73.0,3691.0,715.0,52.0,31.0,100,11.0,7.0,65.0,4049.0,777.0,4745.0,1186.0,363.0,398.0,60.0,467.0,6.39,47,3.05,5.12,,82.0,3223,1.77,1.64,3.84,25.0,0.39,5.41,2315.0,8747,8.85,16.63,dia,,,,,,
370,52.0,584.0,584.0,10.0,3.0,47,10.0,3.0,6.0,365.0,365.0,345.0,345.0,445.0,278.0,52.0,263.0,4.57,47,2.28,7.61,,69.0,2280,5.33,2.0,4.57,8.0,,7.61,2267.0,6753,15.23,13.71,dia,,,,,,
371,100.0,15726.0,959.0,228.0,153.0,67,20.0,13.0,241.0,19080.0,1425.0,21697.0,2028.0,406.0,493.0,56.0,561.0,6.23,48,3.95,5.89,0.26,73.0,2941,2.61,1.75,4.42,28.0,0.16,6.15,2480.0,8860,10.75,16.41,dia,,,,,,
372,73.0,5847.0,1359.0,116.0,106.0,80,20.0,15.0,80.0,13571.0,1550.0,10057.0,1293.0,279.0,647.0,66.0,480.0,3.82,64,5.06,5.53,0.1,60.0,3851,1.72,1.79,4.29,23.0,0.05,5.06,3075.0,10732,9.06,15.98,dia,,,,,,
373,67.0,965.0,359.0,10.0,6.0,63,5.0,4.0,11.0,,,867.0,433.0,683.0,,67.0,613.0,7.78,57,4.25,7.08,,52.0,3809,1.42,1.4,3.54,,,7.08,2552.0,10493,9.91,,dia,,,,,,
374,69.0,5170.0,716.0,89.0,45.0,82,9.0,12.0,91.0,8136.0,1306.0,6833.0,897.0,366.0,576.0,57.0,484.0,6.45,53,3.19,6.31,0.43,52.0,3911,2.27,2.01,5.38,18.0,0.28,5.53,3254.0,8677,11.12,14.74,dia,,,,,,
375,65.0,1284.0,549.0,34.0,14.0,59,13.0,6.0,20.0,2442.0,986.0,2145.0,951.0,329.0,625.0,61.0,549.0,5.12,56,3.58,8.7,,100.0,4798,3.07,2.2,5.89,14.0,0.51,5.12,3859.0,9854,11.26,16.64,dia,,,,,,
376,73.0,1673.0,366.0,53.0,23.0,76,18.0,8.0,39.0,4044.0,992.0,2034.0,619.0,211.0,510.0,55.0,257.0,4.92,49,2.9,6.69,,64.0,3785,1.64,1.58,4.42,14.0,0.13,5.68,2876.0,6416,8.96,13.12,dia,,,,,,
377,72.0,1614.0,1029.0,11.0,4.0,70,6.0,3.0,6.0,1161.0,444.0,2293.0,894.0,519.0,373.0,66.0,737.0,1.93,59,1.29,3.54,,51.0,2816,2.57,1.05,2.57,21.0,,7.07,1902.0,10607,7.4,12.86,dia,,,,,,
378,67.0,3458.0,489.0,102.0,47.0,69,12.0,6.0,73.0,7715.0,769.0,5938.0,674.0,248.0,553.0,61.0,426.0,5.23,58,3.37,7.31,0.07,48.0,3727,3.08,2.02,4.09,19.0,0.29,5.95,3273.0,8541,12.04,15.77,dia,,,,,,
379,100.0,2282.0,542.0,17.0,15.0,50,8.0,7.0,17.0,1614.0,827.0,1720.0,582.0,572.0,404.0,48.0,431.0,4.26,47,3.76,4.26,,65.0,3064,1.75,1.32,3.76,20.0,0.25,6.26,2470.0,8119,8.27,13.28,mas,,,,,,
380,74.0,1913.0,843.0,29.0,14.0,65,9.0,6.0,14.0,,,1659.0,578.0,456.0,,69.0,396.0,3.34,57,3.34,6.92,,15.0,3630,1.19,1.24,1.91,,,5.97,2650.0,9993,7.4,,mas,,,,,,
381,77.0,5388.0,1104.0,81.0,48.0,69,10.0,11.0,79.0,7689.0,1159.0,7428.0,1463.0,426.0,608.0,62.0,588.0,6.25,60,3.8,6.41,0.08,55.0,4447,2.22,1.73,4.27,16.0,0.08,6.41,3442.0,10022,11.08,17.17,mas,,,,,,
382,70.0,8471.0,826.0,182.0,98.0,91,17.0,9.0,152.0,13893.0,1138.0,12687.0,1402.0,327.0,536.0,61.0,489.0,5.86,50,3.78,7.02,0.27,67.0,4280,3.59,2.92,4.9,23.0,0.62,4.36,3368.0,9659,12.73,17.04,mas,,,,,,
383,76.0,5307.0,662.0,96.0,67.0,77,10.0,6.0,107.0,9347.0,698.0,6833.0,1005.0,278.0,490.0,58.0,359.0,5.61,52,3.52,5.04,0.05,39.0,3109,1.94,2.12,4.04,15.0,0.16,5.14,2760.0,8813,10.91,17.05,mas,,,,,,
384,70.0,486.0,309.0,10.0,,60,6.0,,10.0,349.0,274.0,337.0,258.0,379.0,273.0,69.0,263.0,7.81,54,0.78,7.81,0.78,48.0,3224,2.34,1.8,4.68,23.0,,7.81,2431.0,8035,14.05,13.27,mas,,1.0,1.0,,,
385,73.0,4503.0,502.0,83.0,95.0,68,10.0,13.0,88.0,12186.0,1107.0,6963.0,759.0,245.0,663.0,64.0,379.0,4.79,56,5.17,4.52,0.16,92.0,2959,2.12,1.6,4.41,28.0,0.16,6.48,2365.0,10259,10.34,18.23,mas,,,,,,
386,77.0,10140.0,934.0,114.0,86.0,100,11.0,11.0,112.0,12546.0,1536.0,9170.0,857.0,382.0,472.0,62.0,345.0,4.22,61,3.24,4.29,0.11,48.0,3030,1.69,1.44,2.97,8.0,,5.76,2346.0,8700,8.32,14.8,mas,,,,,,
387,84.0,414.0,229.0,2.0,3.0,62,2.0,2.0,4.0,446.0,298.0,493.0,286.0,436.0,470.0,77.0,520.0,4.22,57,3.17,2.11,,176.0,1522,2.11,1.17,3.17,43.0,,6.33,1155.0,11504,7.39,17.94,mas,,,,,,
388,76.0,8422.0,1176.0,106.0,76.0,89,13.0,12.0,78.0,,,12377.0,1417.0,479.0,,66.0,703.0,4.43,58,4.32,6.02,,56.0,3495,1.65,2.01,3.41,,0.06,4.83,2359.0,9932,9.72,,mas,,,,,,
389,66.0,847.0,528.0,13.0,5.0,70,9.0,3.0,7.0,1150.0,673.0,697.0,570.0,448.0,608.0,66.0,369.0,3.7,69,2.64,6.88,1.06,85.0,4778,3.17,1.82,4.23,10.0,,5.82,3845.0,8367,10.58,12.69,mas,,,,,,
390,72.0,2148.0,444.0,30.0,12.0,57,7.0,4.0,34.0,,,4460.0,1140.0,353.0,,59.0,733.0,5.59,50,1.97,4.93,,75.0,3370,2.14,1.19,2.79,,0.16,7.73,2167.0,8957,9.21,,mas,,,,,,
391,80.0,3139.0,785.0,55.0,23.0,66,12.0,8.0,35.0,,,4638.0,1135.0,436.0,,67.0,644.0,4.86,61,3.19,7.63,0.14,25.0,3324,1.8,1.6,2.64,,0.14,5.55,2362.0,12414,8.88,,mas,,,,,,
392,71.0,17854.0,897.0,292.0,185.0,75,12.0,11.0,276.0,26556.0,1100.0,30593.0,1597.0,313.0,465.0,62.0,536.0,4.84,57,3.24,5.12,0.04,52.0,3641,2.35,1.71,3.49,14.0,0.23,5.62,2912.0,9661,9.6,14.8,mas,,,,,,
393,71.0,8923.0,823.0,99.0,60.0,67,10.0,8.0,101.0,10390.0,1214.0,7586.0,749.0,430.0,501.0,58.0,366.0,4.87,58,2.89,4.77,0.1,51.0,3310,1.88,1.55,3.33,12.0,0.24,5.4,2652.0,9336,8.39,12.54,mas,,,,,,
394,79.0,11659.0,772.0,180.0,116.0,91,15.0,11.0,172.0,17726.0,1522.0,15984.0,1203.0,302.0,458.0,66.0,413.0,4.45,57,3.0,4.66,0.1,70.0,3186,1.89,1.44,3.52,13.0,0.18,6.31,2690.0,9454,9.08,13.84,mas,,,,,,
395,77.0,1968.0,302.0,54.0,37.0,60,11.0,7.0,52.0,5077.0,1026.0,5948.0,1316.0,188.0,485.0,66.0,568.0,4.97,53,3.54,5.16,,54.0,2614,1.53,1.62,3.63,10.0,0.1,5.07,2395.0,10718,8.22,14.91,mas,,,,,,
396,70.0,398.0,398.0,2.0,3.0,58,2.0,3.0,,,,466.0,466.0,685.0,,70.0,800.0,1.72,58,5.16,3.44,,44.0,2473,,1.5,1.72,,,6.88,959.0,11013,10.31,,mas,1.0,,,,,
397,61.0,3375.0,693.0,29.0,23.0,52,6.0,8.0,42.0,3840.0,1175.0,2976.0,625.0,411.0,468.0,51.0,363.0,5.12,47,2.8,3.53,0.12,87.0,3738,2.44,1.14,3.41,35.0,0.12,7.19,3153.0,7491,8.16,10.36,mas,,,,,,
398,63.0,972.0,386.0,14.0,4.0,72,5.0,4.0,17.0,1070.0,607.0,850.0,260.0,447.0,492.0,55.0,391.0,7.82,67,1.84,6.44,,49.0,4198,3.68,1.47,5.06,23.0,,7.82,3120.0,7627,11.5,14.26,mas,,,,,,
399,60.0,633.0,333.0,9.0,5.0,61,6.0,4.0,8.0,667.0,416.0,548.0,265.0,349.0,368.0,55.0,302.0,4.41,59,2.76,4.96,,41.0,3158,3.31,1.55,4.96,5.0,1.1,6.06,2587.0,10322,9.37,13.78,mas,,,,,,
400,69.0,11866.0,1140.0,188.0,100.0,72,18.0,8.0,181.0,17392.0,996.0,15849.0,1153.0,328.0,481.0,59.0,439.0,5.01,58,2.77,5.2,0.03,57.0,3221,2.85,1.61,3.9,16.0,0.33,6.31,2822.0,9536,10.16,13.7,mas,,,,,,
401,71.0,6310.0,789.0,154.0,83.0,65,18.0,8.0,138.0,11852.0,1642.0,14587.0,1391.0,293.0,550.0,60.0,677.0,6.41,53,3.85,7.15,0.09,76.0,3630,3.2,2.38,6.68,27.0,0.32,5.43,3206.0,10093,12.95,17.36,mas,,,,,,
402,58.0,167.0,167.0,4.0,6.0,53,4.0,6.0,6.0,531.0,531.0,145.0,145.0,227.0,721.0,58.0,196.0,8.15,53,8.15,5.43,,61.0,4133,5.43,2.0,5.43,2.0,,6.79,4031.0,6147,13.58,20.37,mas,,,,,,
